655,11
656,15
657,13
658,0
659,0
660,1
661,8
662,10
663,4
664,5
665,6
666,2
667,1
668,8
669,3
670,4
671,10
672,5
673,13
674,0
675,12
676,13
677,5
677,10
678,8
679,8
680,7
681,5
682,6
682,5
683,5
684,12
685,12
686,3
687,9
688,12
689,9
690,10
690,0
691,14
692,6
693,12
693,9
694,5
695,15
696,12
697,7
697,4
698,0
699,1
700,15
701,11
702,15
703,0
704,4
705,2
706,15
707,9
708,0
708,11
709,8
710,8
711,8
712,7
713,8
714,8
715,10
716,13
717,2
718,8
719,7
720,5
721,9
722,10
723,12
724,4
724,14
725,6
726,7
727,8
728,0
729,9
730,5
731,0
732,5
733,14
734,5
735,15
736,0
737,3
738,12
738,8
739,6
740,6
741,1
742,0
743,3
744,15
745,13
746,1
747,14
748,11
749,4
750,7
751,3
752,6
753,11
754,7
755,9
756,7
757,1
758,5
759,9
760,2
761,10
762,4
762,0
763,3
764,0
765,14
766,6
767,10
768,2
769,5
770,9
771,2
772,15
773,2
774,12
774,9
775,0
776,12
776,3
777,3
778,3
779,5
780,2
781,4
782,5
783,2
784,9
784,15
785,15
786,3
787,4
788,7
789,0
790,12
791,5
792,11
793,4
794,8
795,7
796,13
797,8
798,0
799,0
800,12
800,2
801,8
802,9
803,13
804,3
805,6
806,8
807,2
808,9
809,14
810,14
811,8
812,7
813,14
814,15
815,3
816,0
817,11
818,8
818,1
819,1
820,2
821,6
822,9
823,8
824,11
825,3
826,3
827,6
828,8
829,6
830,1
831,5
832,10
833,10
833,5
834,9
835,0
836,13
837,12
838,4
839,3
840,10
841,8
842,14
843,2
844,1
845,2
846,1
847,4
848,3
849,13
850,9
851,7
852,11
853,13
854,13
855,8
856,6
857,14
858,4
859,12
859,7
860,7
861,10
862,8
863,1
864,7
864,14
865,6
866,14
867,11
868,11
869,11
870,1
871,3
872,15
873,8
874,11
875,15
876,12
877,14
877,4
878,13
879,2
880,6
881,2
882,11
883,15
884,12
885,10
886,11
887,8
887,13
888,9
888,6
889,5
890,2
891,11
892,3
893,3
894,6
895,10
896,1
896,15
897,7
898,9
899,1
900,8
901,2
902,6
903,11
904,2
905,6
906,11
907,3
908,8
909,12
910,9
911,13
912,1
913,15
914,3
915,0
916,12
917,15
918,8
919,15
920,1
921,0
922,15
923,9
924,4
924,12
925,15
926,1
927,0
927,10
928,10
929,0
930,11
931,3
932,14
933,7
934,14
935,15
936,2
937,11
938,6
939,15
940,9
941,13
942,7
943,6
944,9
944,6
945,7
946,1
947,2
948,11
949,6
950,2
951,14
952,14
953,4
954,0
955,4
956,9
957,7
958,6
959,15
960,12
961,6
962,11
963,1
964,7
965,2
965,11
966,11
967,4
968,12
969,10
970,0
971,6
972,2
973,15
974,5
975,2
976,12
977,4
978,11
979,10
980,11
981,4
982,11
983,12
984,14
985,1
986,2
987,11
988,2
989,10
990,12
991,3
992,1
993,12
994,4
995,13
996,6
996,9
997,11
998,8
999,8
1000,2
1001,10
1002,1
1002,12
1003,15
1004,5
1005,2
1006,0
1006,11
1007,11
1008,15
1008,7
1009,10
1010,10
1011,3
1012,12
1013,10
1014,6
1015,1
1016,13
1017,0
1018,5
1019,6
1020,9
1021,6
1022,0
1023,11
1024,0
1025,12
1026,7
1027,11
1027,10
1028,8
1029,8
1030,1
1031,4
1032,1
1033,11
1034,4
1035,8
1036,9
1037,13
1038,2
1039,6
1039,9
1040,15
1040,11
1041,10
1042,1
1043,12
1044,6
1045,7
1045,15
1046,15
1047,6
1048,10
1049,14
1050,13
1051,7
1052,11
1053,7
1054,3
1055,12
1056,7
1057,0
1058,12
1059,1
1059,9
1060,1
1061,15
1062,15
1063,5
1063,0
1064,0
1065,4
1065,14
1066,7
1067,8
1068,2
1069,12
1070,11
1071,9
1072,2
1073,15
1074,3
1075,6
1076,8
1076,12
1077,3
1077,0
1078,13
1079,6
1080,15
1081,13
1082,11
1083,12
1084,12
1085,10
1086,6
1087,13
1088,7
1089,14
1090,9
1091,14
1092,1
1093,10
1094,13
1095,11
1096,1
1097,14
1098,9
1099,11
1100,14
1101,12
1102,10
1103,1
1104,4
1105,13
1106,6
1107,14
1108,6
1109,10
1110,0
1111,7
1112,9
1112,11
1113,9
1114,7
1115,6
1116,4
1117,3
1118,6
1119,11
1120,4
1121,5
1122,13
1123,3
1124,7
1124,11
1125,0
1126,15
1127,4
1128,10
1128,11
1129,3
1129,11
1130,0
1131,9
1132,6
1133,3
1134,0
1135,12
1135,14
1136,4
1137,8
1138,9
1139,7
1140,4
1141,1
1142,2
1143,8
1144,2
1145,0
1146,13
1146,1
1147,15
1148,14
1149,4
1150,9
1151,7
1152,0
1153,4
1154,0
1155,8
1156,4
1157,8
1158,1
1159,6
1160,10
1161,15
1162,0
1163,10
1164,8
1165,11
1166,14
1167,9
1168,13
1169,13
1170,3
1171,4
1172,10
1173,4
1174,7
1175,15
1175,6
1176,3
1177,13
1178,1
1179,13
1180,9
1181,10
1182,2
1182,8
1183,5
1184,7
1185,2
1186,1
1187,11
1188,8
1189,2
1190,10
1190,9
1191,13
1192,5
1193,8
1194,14
1195,10
1196,2
1197,13
1198,15
1199,8
1199,14
1200,13
1201,10
1202,14
1203,10
1203,6
1204,1
1205,0
1206,11
1207,7
1208,8
1209,8
1210,11
1211,9
1212,10
1213,14
1214,3
1215,2
1216,6
1217,4
1218,0
1219,4
1220,11
1221,5
1222,8
1223,6
1224,12
1225,11
1226,12
1227,12
1228,1
1228,9
1229,3
1230,6
1231,8
1232,3
1233,7
1233,15
1234,11
1235,7
1236,5
1236,7
1237,11
1238,2
1239,0
1240,6
1241,6
1242,9
1243,10
1244,15
1245,14
1246,8
1247,2
1248,12
1249,4
1250,0
1251,9
1252,7
1253,15
1254,11
1255,15
1256,5
1257,15
1258,10
1259,14
1260,1
1261,15
1262,1
1263,6
1263,7
1264,14
1264,2
1265,15
1266,5
1267,15
1268,6
1269,7
1269,0
1270,15
1271,5
1272,7
1273,6
1274,15
1275,2
1276,8
1277,10
1278,4
1279,15
1280,5
1281,15
1282,3
1283,2
1284,10
1285,13
1286,4
1287,12
1288,10
1288,3
1289,2
1290,10
1291,1
1292,8
1293,15
1294,11
1295,11
1295,14
1296,4
1296,8
1297,13
1298,10
1299,11
1300,7
1301,10
1302,4
1303,6
1304,3
1305,11
1305,5
1306,9
1307,14
1308,8
1308,6
1309,14
1310,9
1311,2
1312,15
1313,12
1314,2
1315,9
1316,14
1317,4
1318,5
1319,1
1320,7
1321,12
1322,2
1323,14
1323,13
1324,0
1325,9
1326,2
1327,1
1328,8
1329,4
1330,2
1331,2
1332,3
1333,5
1334,6
1335,7
1336,6
1336,11
1337,7
1338,2
1339,8
1339,10
1340,3
1340,13
1341,13
1342,11
1343,14
1344,9
1345,10
1346,9
1347,10
1348,7
1349,13
1349,15
1350,8
1351,5
1352,12
1353,1
1354,8
1355,15
1356,7
1357,3
1358,14
1359,6
1360,14
1361,7
1362,6
1363,13
1363,14
1364,9
1365,7
1366,15
1367,14
1368,14
1369,8
1370,15
1370,9
1371,7
1372,9
1373,13
1374,15
1375,5
1376,0
1377,8
1377,5
1378,3
1378,6
1379,6
1380,8
1381,15
1382,3
1383,11
1384,11
1385,9
1386,0
1387,12
1388,4
1389,5
1390,3
1391,6
1392,1
1393,12
1394,1
1395,15
1396,15
1397,6
1398,13
1399,7
1400,0
1401,2
1402,14
1402,12
1403,12
1404,12
1405,12
1406,14
1407,12
1408,9
1409,0
1410,6
1411,1
1412,12
1413,10
1414,4
1415,15
1416,15
1417,9
1418,1
1419,6
1420,0
1421,9
1422,6
1422,7
1423,4
1424,8
1424,14
1425,0
1426,1
1427,5
1428,13
1429,1
1430,3
1431,10
1431,7
1432,2
1433,1
1434,3
1435,7
1436,13
1437,7
1437,14
1438,14
1439,3
1440,6
1441,14
1442,5
1443,13
1444,6
1445,2
1446,1
1447,5
1448,9
1449,6
1450,10
1451,1
1452,9
1452,1
1453,15
1454,4
1455,14
1456,8
1457,3
1458,10
1459,7
1460,6
1461,5
1462,4
1463,7
1464,1
1465,11
1466,6
1467,2
1468,12
1469,14
1470,12
1471,10
1472,3
1473,15
1474,5
1475,1
1476,2
1477,2
1478,2
1479,8
1480,8
1481,0
1482,5
1483,7
1484,8
1485,8
1486,14
1487,6
1488,4
1488,15
1489,5
1490,1
1490,13
1491,6
1492,8
1493,10
1494,2
1495,3
1496,9
1497,8
1498,2
1499,0
1500,14
1501,1
1502,10
1503,8
1504,7
1505,1
1505,2
1506,15
1507,11
1508,8
1509,10
1509,4
1510,3
1511,6
1511,4
1512,0
1513,3
1514,10
1515,0
1516,5
1517,12
1518,15
1519,7
1520,7
1521,12
1522,5
1523,6
1524,3
1525,7
1526,13
1526,8
1527,6
1528,10
1528,6
1529,7
1530,5
1531,11
1532,8
1533,0
1534,11
1534,4
1535,3
1536,11
1537,13
1538,1
1539,14
1540,1
1541,13
1542,5
1543,11
1544,5
1545,15
1546,2
1547,5
1548,5
1549,3
1550,4
1551,12
1552,7
1553,8
1554,15
1555,10
1556,1
1557,11
1558,14
1559,13
1560,6
1561,9
1562,5
1563,0
1564,0
1565,5
1566,14
1567,0
1568,3
1569,5
1570,5
1571,8
1572,13
1573,8
1574,15
1575,10
1576,6
1577,5
1578,4
1579,1
1580,10
1581,7
1582,4
1583,12
1584,0
1585,6
1586,9
1587,5
1588,7
1589,2
1590,3
1591,15
1591,13
1592,4
1593,12
1594,14
1595,8
1596,0
1597,3
1598,5
1599,13
1600,3
1601,4
1602,13
1603,6
1604,3
1605,9
1606,9
1607,2
1608,14
1609,15
1610,10
1611,10
1611,3
1612,6
1613,8
1614,0
1615,1
1616,3
1617,14
1618,7
1619,0
1620,5
1621,12
1622,1
1623,11
1624,7
1624,14
1625,2
1626,13
1627,13
1628,1
1629,5
1630,14
1631,6
1632,4
1632,11
1633,7
1634,11
1635,5
1636,10
1637,6
1638,10
1639,5
1640,15
1641,13
1642,3
1643,13
1644,6
1645,15
1646,13
1647,4
1648,15
1649,3
1650,9
1651,6
1652,0
1653,8
1653,10
1654,9
1655,15
1656,9
1657,15
1658,7
1659,5
1660,9
1661,11
1662,12
1663,2
1664,0
1664,15
1665,7
1665,12
1666,9
1667,8
1668,13
1669,0
1670,8
1671,4
1671,14
1672,5
1673,7
1674,1
1675,12
1675,5
1676,13
1677,6
1678,15
1679,1
1680,13
1680,6
1681,0
1682,12
1683,15
1683,14
1684,15
1685,9
1686,14
1687,13
1688,13
1689,0
1690,4
1691,6
1692,12
1692,15
1693,3
1694,11
1695,10
1696,15
1697,13
1698,12
1699,3
1700,7
1701,12
1702,2
1703,12
1704,0
1705,9
1706,0
1707,4
1708,2
1709,4
1710,10
1711,1
1712,13
1713,7
1714,11
1715,0
1716,14
1717,5
1718,12
1718,4
1719,15
1720,7
1721,12
1722,10
1723,2
1724,9
1725,8
1726,8
1727,9
1728,6
1729,0
1730,0
1731,14
1732,2
1733,1
1734,1
1735,4
1736,5
1737,8
1738,1
1739,0
1740,1
1741,14
1742,9
1743,1
1744,1
1744,14
1745,7
1746,12
1747,2
1748,6
1749,11
1750,0
1751,5
1751,3
1752,13
1753,15
1754,15
1755,7
1756,6
1757,10
1758,8
1759,8
1760,12
1761,4
1762,11
1763,1
1764,5
1765,0
1765,7
1766,14
1767,15
1768,0
1769,5
1770,11
1770,2
1771,1
1772,0
1773,6
1774,0
1774,1
1775,14
1776,1
1777,12
1778,0
1779,14
1780,3
1781,6
1782,9
1783,2
1784,15
1785,5
1786,1
1787,2
1788,6
1789,13
1790,9
1791,5
1792,5
1793,4
1794,5
1795,5
1796,11
1797,5
1797,10
1798,2
1799,12
1800,13
1801,4
1802,4
1802,14
1803,11
1804,14
1805,8
1806,9
1807,1
1808,0
1809,0
1810,12
1811,4
1812,5
1813,0
1814,4
1815,15
1816,2
1817,3
1817,4
1818,1
1819,10
1820,11
1821,6
1822,6
1823,2
1824,5
1825,12
1826,1
1826,8
1827,13
1828,2
1829,9
1830,10
1831,0
1832,13
1832,1
1833,3
1834,0
1835,11
1836,1
1837,11
1838,3
1839,11
1840,7
1841,15
1842,0
1843,3
1844,9
1845,9
1846,7
1847,3
1848,11
1849,10
1850,1
1851,14
1851,7
1852,5
1853,2
1853,8
1854,0
1854,9
1855,0
1856,8
1857,12
1858,0
1859,4
1859,6
1860,7
1861,11
1862,2
1863,15
1864,14
1865,2
1866,2
1867,12
1868,9
1869,14
1870,7
1871,0
1872,9
1873,4
1874,10
1875,8
1876,9
1877,11
1878,14
1879,14
1880,5
1881,15
1882,2
1882,7
1883,11
1884,2
1884,10
1885,5
1885,0
1886,13
1887,12
1888,1
1889,2
1890,5
1890,0
1891,13
1892,11
1893,1
1894,3
1895,5
1896,12
1897,3
1898,5
1899,5
1900,15
1901,7
1902,0
1903,15
1904,3
1905,5
1906,12
1907,9
1908,7
1909,12
1910,0
1910,9
1911,0
1912,10
1912,3
1913,15
1914,7
1915,10
1916,9
1917,5
1918,4
1919,4
1920,9
1921,15
1922,12
1923,7
1923,11
1924,2
1924,8
1925,1
1926,9
1927,4
1928,10
1929,0
1930,11
1931,1
1931,14
1932,9
1933,5
1934,5
1935,8
1936,9
1936,12
1937,14
1938,0
1939,1
1940,9
1941,0
1942,12
1942,14
1943,4
1944,6
1945,14
1946,11
1947,14
1948,3
1949,4
1950,3
1951,12
1952,6
1953,12
1954,5
1954,7
1955,6
1956,11
1957,6
1958,2
1959,15
1960,7
1961,14
1962,8
1963,8
1964,15
1965,10
1966,0
1967,8
1968,8
1969,15
1970,11
1971,4
1972,4
1973,4
1974,11
1975,0
1976,9
1976,11
1977,15
1978,9
1979,7
1980,1
1980,12
1981,1
1982,14
1983,3
1984,3
1984,15
1985,6
1986,13
1987,6
1988,6
1989,15
1990,3
1991,3
1992,2
1993,5
1994,13
1995,0
1995,8
1996,11
1997,4
1998,4
1999,14
2000,8
2001,5
2002,3
2003,15
2004,0
2005,6
2006,3
2007,15
2008,13
2009,4
2010,9
2011,5
2011,1
2012,1
2013,10
2014,3
2014,14
2015,5
2016,2
2017,5
2018,10
2019,4
2020,2
2021,15
2022,2
2023,15
2024,2
2025,6
2026,15
2027,3
2028,7
2029,0
2030,14
2031,6
2031,15
2032,7
2033,1
2034,14
2035,2
2036,0
2037,15
2038,3
2039,10
2040,15
2041,7
2042,5
2043,6
2044,3
2045,1
2046,10
2047,11
2048,11
2048,7
2049,6
2050,12
2051,0
2052,5
2053,5
2054,3
2055,0
2056,4
2057,13
2058,14
2059,4
2060,7
2061,1
2062,3
2062,6
2063,11
2064,13
2065,11
2066,7
2067,15
2068,7
2069,7
2070,3
2071,3
2072,15
2073,14
2074,12
2075,2
2076,3
2077,15
2078,9
2079,15
2080,1
2081,4
2082,13
2082,5
2083,10
2084,10
2085,1
2086,0
2087,7
2088,5
2089,15
2090,1
2091,9
2092,2
2092,11
2093,10
2094,14
2094,6
2095,5
2096,15
2097,0
2098,14
2099,14
2100,6
2100,3
2101,5
2102,4
2103,2
2104,8
2105,10
2106,15
2107,11
2107,3
2108,8
2109,9
2110,11
2111,14
2111,7
2112,6
2113,11
2114,1
2115,1
2116,3
2117,4
2118,15
2119,5
2120,12
2121,6
2121,1
2122,10
2123,8
2124,13
2125,1
2126,14
2127,9
2128,3
2129,8
2130,11
2130,7
2131,15
2132,12
2133,6
2134,4
2135,2
2136,4
2137,6
2138,6
2139,7
2140,7
2140,15
2141,7
2142,2
2143,12
2144,5
2145,2
2146,2
2147,2
2147,1
2148,10
2149,1
2150,12
2151,11
2152,5
2153,13
2154,7
2155,6
2156,14
2157,2
2158,14
2159,8
2159,1
2160,13
2160,0
2161,8
2162,5
2163,10
2164,12
2165,4
2166,12
2167,1
2168,7
2169,15
2170,8
2170,2
2171,1
2172,7
2173,5
2174,3
2174,14
2175,8
2176,4
2177,5
2178,12
2179,0
2180,12
2181,10
2182,6
2183,1
2184,5
2184,7
2185,14
2186,1
2187,11
2188,0
2188,2
2189,14
2190,7
2191,5
2192,3
2193,7
2194,10
2195,9
2196,3
2197,3
2198,8
2199,8
2200,15
2200,10
2201,2
2202,8
2203,15
2204,10
2205,7
2206,13
2207,11
2208,12
2209,6
2210,0
2211,4
2212,5
2213,15
2214,6
2215,14
2216,3
2217,4
2218,13
2219,1
2220,7
2221,13
2222,1
2223,2
2224,5
